,date,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,HouseConsum
0,2016-01-11 17:00:00,6.6,733.5,92.0,7.0,63.0,5.3,0.025
1,2016-01-11 17:10:00,6.48333333333333,733.6,92.0,6.6666666666666705,59.1666666666667,5.2,0.025
2,2016-01-11 17:20:00,6.36666666666667,733.7,92.0,6.3333333333333295,55.3333333333333,5.1,0.02222222222222222
3,2016-01-11 17:30:00,6.25,733.7999999999998,92.0,6.0,51.5,5.0,0.025
4,2016-01-11 17:40:00,6.133333333333329,733.9,92.0,5.66666666666667,47.66666666666669,4.9,0.027777777777777776
5,2016-01-11 17:50:00,6.01666666666667,734.0,92.0,5.3333333333333295,43.8333333333333,4.8,0.025
6,2016-01-11 18:00:00,5.9,734.1,92.0,5.0,40.0,4.7,0.030555555555555555
7,2016-01-11 18:10:00,5.91666666666667,734.1666666666669,91.8333333333333,5.16666666666667,40.0,4.68333333333333,0.030555555555555555
8,2016-01-11 18:20:00,5.93333333333333,734.233333333333,91.6666666666667,5.3333333333333295,40.0,4.66666666666667,0.027777777777777776
9,2016-01-11 18:30:00,5.95,734.2999999999998,91.5,5.5,40.0,4.65,0.030555555555555558
10,2016-01-11 18:40:00,5.96666666666667,734.366666666667,91.3333333333333,5.66666666666667,40.0,4.633333333333329,0.08333333333333333
11,2016-01-11 18:50:00,5.98333333333333,734.4333333333329,91.1666666666667,5.8333333333333295,40.0,4.61666666666667,0.17777777777777778
12,2016-01-11 19:00:00,6.0,734.5,91.0,6.0,40.0,4.6,0.13333333333333333
13,2016-01-11 19:10:00,6.0,734.616666666667,90.5,6.0,40.0,4.51666666666667,0.08055555555555556
14,2016-01-11 19:20:00,6.0,734.733333333333,90.0,6.0,40.0,4.43333333333333,0.030555555555555555
15,2016-01-11 19:30:00,6.0,734.85,89.5,6.0,40.0,4.35,0.030555555555555555
16,2016-01-11 19:40:00,6.0,734.966666666667,89.0,6.0,40.0,4.26666666666667,0.02777777777777778
17,2016-01-11 19:50:00,6.0,735.083333333333,88.5,6.0,40.0,4.18333333333333,0.027777777777777776
18,2016-01-11 20:00:00,6.0,735.2,88.0,6.0,40.0,4.1,0.030555555555555558
19,2016-01-11 20:10:00,6.0,735.233333333333,87.8333333333333,6.0,40.0,4.06666666666667,0.05
20,2016-01-11 20:20:00,6.0,735.266666666667,87.6666666666667,6.0,40.0,4.03333333333333,0.03888888888888889
21,2016-01-11 20:30:00,6.0,735.2999999999998,87.5,6.0,40.0,4.0,0.06388888888888888
22,2016-01-11 20:40:00,6.0,735.333333333333,87.3333333333333,6.0,40.0,3.9666666666666694,0.041666666666666664
23,2016-01-11 20:50:00,6.0,735.366666666667,87.1666666666667,6.0,40.0,3.9333333333333296,0.041666666666666664
24,2016-01-11 21:00:00,6.0,735.4,87.0,6.0,40.0,3.9,0.03888888888888889
25,2016-01-11 21:10:00,5.93333333333333,735.466666666667,87.1666666666667,6.0,40.0,3.86666666666667,0.03611111111111111
26,2016-01-11 21:20:00,5.86666666666667,735.533333333333,87.3333333333333,6.0,40.0,3.8333333333333295,0.03611111111111111
27,2016-01-11 21:30:00,5.8,735.6,87.5,6.0,40.0,3.8,0.03333333333333333
28,2016-01-11 21:40:00,5.73333333333333,735.6666666666669,87.6666666666667,6.0,40.0,3.7666666666666706,0.03333333333333333
29,2016-01-11 21:50:00,5.66666666666667,735.733333333333,87.8333333333333,6.0,40.0,3.7333333333333294,0.03333333333333333
30,2016-01-11 22:00:00,5.6,735.7999999999998,88.0,6.0,40.0,3.7,0.03611111111111111
31,2016-01-11 22:10:00,5.65,735.8833333333331,87.8333333333333,6.1666666666666705,40.0,3.7166666666666694,0.11666666666666665
32,2016-01-11 22:20:00,5.7,735.966666666667,87.6666666666667,6.3333333333333295,40.0,3.7333333333333294,0.11666666666666665
33,2016-01-11 22:30:00,5.75,736.0499999999998,87.5,6.5,40.0,3.75,0.11666666666666667
34,2016-01-11 22:40:00,5.8,736.1333333333331,87.3333333333333,6.6666666666666705,40.0,3.7666666666666706,0.07222222222222222
35,2016-01-11 22:50:00,5.85,736.216666666667,87.1666666666667,6.8333333333333295,40.0,3.7833333333333297,0.022222222222222223
36,2016-01-11 23:00:00,5.9,736.2999999999998,87.0,7.0,40.0,3.8,0.022222222222222223
37,2016-01-11 23:10:00,5.8,736.4,87.8333333333333,6.8333333333333295,37.0,3.85,0.022222222222222223
38,2016-01-11 23:20:00,5.7,736.5,88.6666666666667,6.6666666666666705,34.0,3.9,0.016666666666666666
39,2016-01-11 23:30:00,5.6,736.6,89.5,6.5,31.0,3.95,0.025
40,2016-01-11 23:40:00,5.5,736.7,90.3333333333333,6.3333333333333295,28.0,4.0,0.022222222222222223
41,2016-01-11 23:50:00,5.4,736.7999999999998,91.1666666666667,6.1666666666666705,25.0,4.05,0.016666666666666666
42,2016-01-12 00:00:00,5.3,736.9,92.0,6.0,22.0,4.1,0.01388888888888889
43,2016-01-12 00:10:00,5.26666666666667,737.0,92.0,6.0,25.0,4.06666666666667,0.013888888888888888
44,2016-01-12 00:20:00,5.23333333333333,737.1,92.0,6.0,28.0,4.03333333333333,0.016666666666666666
45,2016-01-12 00:30:00,5.2,737.2,92.0,6.0,31.0,4.0,0.019444444444444445
46,2016-01-12 00:40:00,5.16666666666667,737.2999999999998,92.0,6.0,34.0,3.9666666666666694,0.08888888888888889
